source_institution,parent_title,publication_date,year,month,url,document_type,category,region,relevance_score,keywords_detected,date_donnée,ville_commune,domaine,thème,intitulé_de_l'indicateur,source,donnée_indicateur,,mission_1,production_du_rapport_de_mise_en_œuvre,n°,bet,adresses,telephones,projet,taux_d’exécution,montant_ttc_+__moe,commentaires,date,city_town,domain,theme,indicator_title,data,villes,projets,cible_indicateurs,villes_projets,livrables,adamawa,"real_estate_agents:_
________________________________________total:_66___
________________________________________valid:_24___
________________________________________expired:_42","test
test",1-,"landlord_miju_sarl

professional_card:
expired

manager:
m._mbah_shupong_michael","aurora_building_materials_company_ltd_“abm”

activity_status:
________________________________
in_activity

manager:
m._tawah_che_crecy",descriptions_et_objectifs_principaux,budget_etendue,avancées_récentes,col_1,col_2,col_3,col_4,col_5,col_6,col_7,construction(*),maintenance,total,site___ville,localisation,superficie,situation,commune_bénéficiaire,métier_urbain,nombre_de_jeune_formé,année,"first_group_holding_company

professional_card:
expired

manager:
m._dima_gabriel","anucam_educational_boobs_plc

activity_status:
________________________________
in_activity

manager:
m.folefac_vincent_anu",structures,localisations,portes,délégations,types_de_logements,t4,t5,ville,type_de_logement,surface_utile_du_logement,coût_de_vente_de_logements_(en_m²),coût_total_de_vente_d’un_logement,"africa_kom’s_&_industry_co.ltd

professional_card:
expired

manager:
m._kommegne_félicien","achaff_sa

activity_status:
________________________________
in_activity

manager:
mme_ndecham_chefon_née_happi_gisèle_flore","abomo_essomba

professional_card:
expired

manager:
m._abomo_essomba","adibime_onana

professional_card:
expired

manager:
m._adibime_onana","africa_power_corporation_“apc”_sa

activity_status:
________________________________
in_activity

manager:
m._assako_ella_emmanuel_delphin","cabinet_2npg_immo_sarl

professional_card:
expired

manager:
m._nguetsop_ndogmo_pascalin_gaston",area,department,indicator,value,historical,n°_d'ordre,région,département,indicateur,valeur,historique,adamaoua,"agents_immobiliers:_
________________________________________total:_66___
________________________________________valide:_24___
________________________________________expiré:_42",formualire_de_connexion,utilisateur:,"agence_pour_la_promotion_fonciere_et_immobiliere_du_cameroun

activity_status:
________________________________
in_activity

manager:
m.aliou_moussa","etablissement_le_matinal

professional_card:
expired

manager:
midja_essogo","etablissement_walid

activity_status:
________________________________
in_activity

manager:
m._ibrahim_bouba","immobilier_régional_du_grand_nord_sarl_«imeno_sarl»

professional_card:
valid

activity_status:
____________________________________
in_activity

manager:
m._alhadji_halidou_bello","société_civile_immobilière_teddy

activity_status:
________________________________
in_activity

manager:
m.amadou_logone","ets_nguekap

professional_card:
expired

manager:
m._nguekap_emmanuel","«les_constructions,_distributions_et_immobilières»_cdim_sarl

activity_status:
________________________________
in_activity

manager:
mme_tanegong_yatabong_cabrelle","avenir_bâtiments_et_travaux_publics_«avenir_btp»_sarl

activity_status:
________________________________
in_activity

manager:
m._ahounang_aboudem_nestor",assainissement,00
Ministry of Housing and Urban Development,RENAPS / South-west region,,,,https://www.minhdu.gov.cm/promotion-immobiliere/home/region_sud-ouest,html_with_tables,land,Est,2.59,housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-,,,,,,,,,,,,,,,,,,,,,,,,,"OPTION FOR HOMES HOUSING COOPERATIVE SOCIETY LIMITED

Activity status:
                                
In Activity

Manager:
M.AWANTOH HENRY NEBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,RENAPS / South-west region,,,,https://www.minhdu.gov.cm/promotion-immobiliere/home/region_sud-ouest,html_with_tables,land,Est,2.59,housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-,,,,,,,,,,,,,,,,,,,,,,,,,"RAGO COMPANY LIMITED

Activity status:
                                
In Activity

Manager:
M. ASONGKWELE GODHIVE ZANHCHO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,RENAPS / South-west region,,,,https://www.minhdu.gov.cm/promotion-immobiliere/home/region_sud-ouest,html_with_tables,land,Est,2.59,housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-,,,,,,,,,,,,,,,,,,,,,,,,,"REINCO

Activity status:
                                
In Activity

Manager:
MME EONNE NÉE YEN NYEMB ANETTE FLORINE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projets - MINHDU,,,,https://www.minhdu.gov.cm/projets,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projets - MINHDU,,,,https://www.minhdu.gov.cm/projets,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projets - MINHDU,,,,https://www.minhdu.gov.cm/projets,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projets - MINHDU,,,,https://www.minhdu.gov.cm/projets,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projets - MINHDU,,,,https://www.minhdu.gov.cm/projets,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projets - MINHDU,,,,https://www.minhdu.gov.cm/projets,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projets - MINHDU,,,,https://www.minhdu.gov.cm/projets,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projets - MINHDU,,,,https://www.minhdu.gov.cm/projets,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projects,,,,https://www.minhdu.gov.cm/en/projects,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projects,,,,https://www.minhdu.gov.cm/en/projects,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projects,,,,https://www.minhdu.gov.cm/en/projects,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projects,,,,https://www.minhdu.gov.cm/en/projects,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projects,,,,https://www.minhdu.gov.cm/en/projects,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projects,,,,https://www.minhdu.gov.cm/en/projects,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projects,,,,https://www.minhdu.gov.cm/en/projects,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,Projects,,,,https://www.minhdu.gov.cm/en/projects,html_with_tables,development,Yaounde,2.57,"construction, projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,"Fixe: 222 21 72 12    
Fax : 222 21 99 15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secrétariat du Ministre,Bâtiment T 8eme étage,Porte 08T15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 20 78 05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secrétariat du Secrétaire d'Etat (SETAT),Bâtiment B 5e étage,Porte 05B09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 21 72 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secrétariat du Secrétaire Général (SG),Bâtiment T 7e étage,Porte 07T14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspecteur Général Questions Administratives (IGQA),Bâtiment T 9e étage,Porte 09T14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 21 99 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspecteur Général Questions Techniques (IGQT),Bâtiment T 8e étage,Porte 08T05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 22 23 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sous-Direction de la Documentation et des Archives (SDDA),Immeuble chankeu,2e étage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 21 33 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sous-Direction de l’Accueil, du Courrier et de Liaison (SDACL)",Bâtiment T 7e étage,Porte 07T04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Division du Développement Sociale et Urbains (DDSU),Immeuble BALANOS en face Calafatas,Immeuble BALANOS en face Calafatas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 21 99 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Division des Études, de la Planification et de la Coopération (DEPC)",Bâtiment B 4e étage,Porte 04B09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Division des Affaires Juridiques (DAJ),Bâtiment T 9e étage,Porte 09T05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,"222 21 99 35
222 22 84 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direction des Affaires Générales. (DAG),Bâtiment T 7e étage,Porte 07T11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 22 05 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direction de l’Habitat Sociale et de la Promotion Immobilière (DHSPI),Bâtiment T 6e étage,Porte 06T11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 22 05 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direction de l’Architecture et des Normes d’Habitat (DANH),Bâtiment T 6e étage,Porte 06T15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 21 33 07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cellule Informatique (CELINFO),Bâtiment B 2e étage,Porte 02B06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 21 33 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cellule de Traduction (CELTRAD),Bâtiment B 2e étage,Porte 02B11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 21 33 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cellule de Suivis (CELSUIVI),Bâtiment T 7e étage,Porte 07T02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 21 99 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cellule de Communication (CELCOM),Bâtiment B 2e étage,Porte 02B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direction des Opérations Urbaines (DOU),Bâtiment T 7e étage,Porte 07T06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 29 13 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Régionale de l'Extreme-Nord (Maroua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Diamaré (Maroua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Logone-et-Chari (Kousséri),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Mayo-Danay (Yagoua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Mayo-Kani ( Kaélé),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Mayo-Sava (Mora),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Mayo-Tsanaga (Mokolo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,"222 27 10 66
Fax: 222 27 14 84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Régionale du Nord ( Garoua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale de la Bénoué (Garoua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Faro (Poli),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Mayo-Louti (Guider),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Mayo-Rey (Tcholliré),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 25 17 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Régionale de l'Adamaoua (Ngaoundéré),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 19 62 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Djérem (Tibati),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 65 57 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Faro-et-Déo (Tignère),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 19 65 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Mayo-Banyo (Banyo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,242 26 12 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Mbéré (Meiganga),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,242 25 17 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale de la Vina (Ngaoundéré),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Régionale de l'Est (Bertoua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Boumba-et-Ngoko (Yokadouma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 07 96 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Haut-Nyong (Abong-Mbang),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 26 24 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale de la Kadey (Batouri),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementale du Lom-et-Djérem (Bertoua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,contact,,,,https://www.minhdu.gov.cm/en/contact,html_with_tables,construction,Adamaoua,2.56,"building, bâtiment, développement, immeuble",,,,,,,,,,,,,222 22 85 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Régionale du Centre (Yaoundé),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
